id,smi
CHEMBL3822953,O=C(NCCS(=O)(=O)O)c1ccc(C2CC2c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)cc2Cl)cc1
CHEMBL1209294,O=C(O)c1ccc(OCc2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)nc2C(F)(F)F)cc1
CHEMBL1209365,CC(Oc1ccc(C(=O)O)cc1)c1ccc(OCc2c(-c3c(Cl)cccc3Cl)noc2C2CC2)nc1C(F)(F)F
CHEMBL3357422,CC(C)c1cnn(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL191578,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc4c(c3)OCO4)cc2)C(=O)C2CCCCC2)c1
CHEMBL507745,CCOC(=O)C1=CN(C(=O)c2ccc(F)cc2)CC(C)c2c1[nH]c1ccccc21
CHEMBL3822597,O=C(O)c1cccc(C2CC2c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)cc2Cl)c1
CHEMBL552352,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc2c(Cc3cccc(C(=O)O)c3)c[nH]c2c1
CHEMBL3137829,C[C@H](CCC(=O)O)C1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C)CC[C@@H](O)CC1[C@@H](C)[C@H]3O
CHEMBL1209058,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(N(C)C(=O)c2cccc(C(=O)O)c2)c(C(F)(F)F)n1
CHEMBL604761,CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN(C)C)cc2)CC(C)(C)c2c1[nH]c1ccccc21
CHEMBL4632880,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2C(C)C)cc1
CHEMBL4638567,CCC(CC)n1c(-c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C(C)C)cc2)nc2ccc(C(=O)O)cc21
CHEMBL4637878,CCC(CC)n1c(-c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C(C)C)cc2Cl)nc2ccc(C(=O)O)cc21
CHEMBL4642703,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2CC2CCCCC2)c(F)c1
CHEMBL1672455,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3nc(C(=O)O)nnc3c2)cc1
CHEMBL1672456,Cc1cc2cc(-c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)cc3)ccc2nc1C(=O)O
CHEMBL4632533,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(COc2ccc(CC(=O)O)cc2)c(Cl)c1
CHEMBL560147,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc2c(ccn2Cc2ccc(C(=O)O)cc2)c1
CHEMBL3589974,Cc1ccccc1-c1noc(-c2ccc(C(=O)O)cc2)n1
CHEMBL192270,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(C(C)(C)C)cc3)cc2)C(=O)C2CCCCC2)c1
CHEMBL3335651,COc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(C)(C)C)cc2)cc1OC
CHEMBL4071919,CC(C)(C)c1ccc(C(=O)NCc2ccc(NC(=O)C(F)(F)F)cc2)cc1
CHEMBL4094934,Cc1ccc2nc(-c3ccccc3C)c(NCc3ccccc3)n2c1
CHEMBL364932,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3cccc(OC(F)(F)F)c3)cc2)C(=O)C2CCCCC2)c1
CHEMBL4553281,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(COc2ccc(CO)cc2)cc1
CHEMBL4642141,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2C)cc1Cl
CHEMBL4632854,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3cc(C(=O)O)ccc3n2C)cc1
CHEMBL364289,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/c3ccccn3)cc2)C(=O)C(C)C)c1
CHEMBL372916,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/c3scnc3C)cc2)C(=O)C2CCCCC2)c1
CHEMBL364746,CCOc1cccc(-c2ccc(CN(C(=O)C3CCCCC3)c3cccc(/C=C/C(=O)OC)c3)cc2)c1
CHEMBL371360,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc4c(c3)OCO4)cc2)C(=O)C(C)C)c1
CHEMBL190508,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(N(C)C)cc3)cc2)C(=O)C(C)C)c1
CHEMBL1209109,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(N(C)Cc2ccc(C(=O)O)cc2)c(C(F)(F)F)n1
CHEMBL3219412,Cc1ccc2nc(-c3cccs3)c(NCc3ccc4c(c3)OCO4)n2c1
CHEMBL485998,C[C@H]1C(=O)CC[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@H]3CC[C@@]21C
CHEMBL568584,C=CC[C@@]1(O)CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@H](C(=C)C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C
CHEMBL576716,C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)OCC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL4076011,Cc1ccc2nc(-c3ccc(Cl)cn3)c(NCc3ccccc3)n2c1
CHEMBL4079659,Cc1ccc2nc(-c3cccnc3)c(NCc3ccccc3)n2c1
CHEMBL3589973,Cc1ccc(-c2noc(-c3ccc(Cl)cc3)n2)cc1
CHEMBL1672453,Cc1nc(C(=O)O)nc2ccc(-c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)cc3)cc12
CHEMBL1672459,Cc1cc(-c2ccc3nc(C(=O)O)ccc3c2)ccc1OCc1c(-c2c(Cl)cccc2Cl)noc1C(C)C
CHEMBL4104050,CC(C)(C)c1ccc(C(=O)NCc2ccc(C(=O)O)c(F)c2)cc1
CHEMBL4060350,CC(C)(C)c1ccc(C(=O)NCc2ccc(C(=O)O)cc2F)cc1
CHEMBL4069036,CC(NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(C(=O)O)cc1
CHEMBL4066332,CC(C)(C)c1ccc(C(=O)NCc2ccc(NS(C)(=O)=O)cc2Cl)cc1
CHEMBL4639724,CCn1c(-c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C(C)C)cc2)nc2ccc(C(=O)O)cc21
CHEMBL514398,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3ccc(C(=O)O)cc3c2)cc1
CHEMBL468110,O=C(O)c1cccc(/C=C/c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CCC3)cc2Cl)c1
CHEMBL3357419,CC(C)c1ncn(CCc2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL3357421,CC(C)c1nnn(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL3335656,Cc1c(NC(=O)c2ccccc2NC(=O)c2ccc(C(C)(C)C)cc2)cccc1C(=O)O
CHEMBL513828,CC[C@H](C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL469128,CC(C)c1onc(COc2ccccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL468714,CC(C)c1onc(C[S+]([O-])c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL466452,CC(C)c1onc(CNc2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL4577420,C[C@H](C[C@H](O)[C@H]1OC1(C)C)C1=C2CC[C@@H]3[C@](C)(CC[C@H]4C(C)(C)C(=O)CC[C@]34C)[C@@]2(C)CC1
CHEMBL1615150,Cc1cc(C(=O)O)ccc1NC(=O)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21
CHEMBL464466,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL585494,C=CC[C@]1(O)CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@H](C(=C)C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C
CHEMBL566930,C=C(C)[C@@H]1CC[C@]2(C(=O)OCN)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL571516,C=C(C)[C@@H]1CC[C@]2(C(=O)N3CC(O)C3O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL169,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C
CHEMBL399873,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(CO)CC[C@H]1C
CHEMBL455357,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12
CHEMBL466641,CC(C)c1onc(COc2c(Cl)cc(Cl)cc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL419721,CCc1onc(-c2ccccc2OC(F)(F)F)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL4585144,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2cccc(CO)c2)cc1
CHEMBL4448603,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(C#N)cc1
CHEMBL4461163,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(COc2ccc(C#N)cc2)cc1
CHEMBL4067513,Cc1cccc(-c2nc3ccc(C)cn3c2NCc2ccccc2)c1
CHEMBL4066275,Cc1ccc2nc(-c3ccccc3)c(NCc3ccccc3)n2c1
CHEMBL4081655,Cc1ccc(CNc2c(-c3cccs3)nc3ccc(C)cn23)cc1
CHEMBL319861,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)cc(C)c1/C=C/c1cccc(C(=O)O)c1
CHEMBL576519,C=C(C)[C@@H]1CC[C@]2(C(=O)Oc3ccncc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL571736,C=C(C)[C@@H]1CC[C@]2(NC(=O)NCCO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL611221,CC(C)OC(=O)C1=CN(C(=O)c2ccc(CCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21
CHEMBL319606,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)cc(C)c1/C=C/c1ccc(C(=O)O)cc1
CHEMBL187456,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3cccc(OC)c3)cc2)C(=O)C2CCCCC2)c1
CHEMBL192070,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/c3ccc(OC)cc3)cc2)C(=O)C2CCCCC2)c1
CHEMBL192174,COC(=O)/C=C/c1cccc(N(Cc2cc(OC)cc(OC)c2)C(=O)C2CCCCC2)c1
CHEMBL190440,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/c3ccccc3F)cc2)C(=O)NC(C)C)c1
CHEMBL1672452,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3c(C(=O)O)nccc3c2)cc1
CHEMBL1672454,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3nc(C(=O)O)cnc3c2)cc1
CHEMBL1672461,Cc1cc(C(=O)O)nc2ccc(-c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)cc3)cc12
CHEMBL466451,CC(C)c1onc(COc2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL571293,C=CCCC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@H](C(=C)C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C
CHEMBL1209170,CN(Cc1cccc(C(=O)O)c1)c1ccc(OCc2c(-c3c(Cl)cccc3Cl)noc2C2CC2)nc1C(F)(F)F
CHEMBL1209171,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(N(C)Cc2cccc(C(=O)NS(C)(=O)=O)c2)c(C(F)(F)F)n1
CHEMBL589766,CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21
CHEMBL1474248,CCN(CC)c1ccc2cc(-c3nc(-c4ccccc4)no3)c(=O)oc2c1
CHEMBL193099,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/c3c(Cl)cccc3Cl)cc2)C(=O)C(C)C)c1
CHEMBL567578,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC[C@@H]2[C@H]3[C@H]([C@]4(C)CO4)CC[C@]3(C(=O)O)CC[C@]21C
CHEMBL576521,C=C(C)[C@@H]1CC[C@]2(NC(=O)NC(C)(C)CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL579272,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@H](C(=O)O)CC[C@]3(C)CC[C@]21C
CHEMBL566929,CC(C)=CCC[C@H](C(=O)O)[C@H]1CC[C@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@H]1CC3
CHEMBL431525,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL108505,CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C12
CHEMBL3138428,C[C@H](CCNC(=O)OCc1cccs1)C1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C)CC[C@@H](O)CC1C[C@H]3O
CHEMBL3335667,CC(C)(C)c1ccc(C(=O)Nc2cc(Cl)ccc2C(=O)Nc2cccc(C(=O)O)c2)cc1
CHEMBL4172477,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCc3nn[nH]n3)[C@@H]2[C@@H]1O
CHEMBL4166913,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCNS(=O)(=O)c3ccccc3)[C@@H]2[C@@H]1O
CHEMBL4161602,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCNC(=O)OCc3cccs3)[C@@H]2[C@@H]1O
CHEMBL601221,CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21
CHEMBL4514834,CC(=O)NCCN(Cc1ccc(F)cc1)C(=O)c1nn(C)c2c1COc1ccc(Br)cc1-2
CHEMBL4562405,CC(=O)NCCN(Cc1ccccc1)C(=O)c1nn(C)c2c1COc1ccc(Cl)cc1-2
CHEMBL511261,CC(C)c1onc(COc2cccc(Cl)c2)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL512469,CC(C)c1onc(CS(=O)(=O)c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL468303,CC(C)c1onc(Cc2ccccc2)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL1672450,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3cc(C(=O)O)cnc3c2)cc1
CHEMBL4074393,CC(C)(C)c1ccc(C(=O)NCc2ccc(SC(F)(F)F)cc2)cc1
CHEMBL4087681,CC(C)(C)c1ccc(C(=O)NCc2ccc(NC(=O)C(F)(F)F)cc2Cl)cc1
CHEMBL4172216,CCOC(=O)NCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1[C@@H](CC)[C@H]3O
CHEMBL565728,CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2cc(C#N)[nH]c21
CHEMBL578970,CC(C)OC(=O)C1=CN(C(=O)c2cccc(F)c2)CC(C)(C)c2cc(C#N)[nH]c21
CHEMBL569634,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC/C(=N\OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL571735,C=C(C)C[C@@]1(O)CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@H](C(=C)C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C
CHEMBL404313,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C
CHEMBL446317,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL568374,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC6(OCCO6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL296302,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC/C(=N\O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL559554,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc2cc(-c3cccc(C(=O)O)c3)ccc2c1
CHEMBL3822755,CC(C)n1nc(C(=O)O)cc1[C@@H]1C[C@H]1c1ccc(OCc2c(-c3c(Cl)cccc3Cl)noc2C2CC2)cc1Cl
CHEMBL467269,CC(C)c1onc(CCc2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL571592,C=C(C)C[C@]1(O)CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@H](C(=C)C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C
CHEMBL576518,C=C(C)[C@@H]1CC[C@]2(C(=O)OCN3C(=O)c4ccccc4C3=O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL571415,C=C(C)[C@@H]1CC[C@]2(C(=O)NC(CO)CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL190181,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/C(=O)OC(C)(C)C)cc2)C(=O)NC(C)C)c1
CHEMBL3138090,C[C@H](CCNC(=O)OCc1ccccc1)C1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C)CC[C@@H](O)CC1C[C@H]3O
CHEMBL1672460,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3nc(C(=O)O)cc(O)c3c2)cc1
CHEMBL4286228,O=C(O)c1cnc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c(F)c1
CHEMBL1668238,O=C(NC1CCCCC1)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21
CHEMBL1615152,O=C(O)c1ccc(NC(=O)[C@H](C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3cc(F)c(F)cc32)c(F)c1
CHEMBL509416,CCOC(=O)C1=CN(C(=O)c2ccc(OC)cc2)CC(C)c2c1[nH]c1ccccc21
CHEMBL554727,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc2c(Nc3cccc(C(=O)O)c3)cccc2c1
CHEMBL602894,CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21
CHEMBL509912,CCCOC(=O)C1=CN(C(=O)c2ccc(F)cc2)CCc2c1[nH]c1ccccc21
CHEMBL4589802,Cn1nc(C(=O)N(CC(=O)Nc2cc(C(=O)O)ccc2F)Cc2cccc(F)c2)c2c1-c1cc(F)ccc1OC2
CHEMBL4298169,O=C(O)c1cc(F)c2nc(N3[C@H]4CC[C@@H]3C[C@H](OCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)sc2c1
CHEMBL602681,CC(C)OC(=O)C1=CN(C(=O)c2ccc(CCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21
CHEMBL571517,C=C(C)[C@@H]1CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL571348,C=C(C)[C@@H]1CC[C@]2(C(=O)NCCOCCO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL576520,C=C(C)[C@@H]1CC[C@]2(NC(=O)NC3CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3746388,Cn1cc(C(=O)O)c2ccc(N3CCC(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)cc21
CHEMBL3357415,CC(C)c1oc(=O)n(Cc2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL1672457,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2cc3ccc(C(=O)O)nc3cc2F)cc1
CHEMBL603099,CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN(C)C)cc2)CC(C)(C)c2c1[nH]c1ccccc21
CHEMBL601459,CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCCN(C)C)c2)CC(C)(C)c2c1[nH]c1ccccc21
CHEMBL466227,Cc1cccc(Cl)c1OCc1noc(C(C)C)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL447784,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/c3c(F)cccc3F)cc2)C(=O)C(C)C)c1
CHEMBL192752,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)C(=O)C(C)C)c1
CHEMBL192769,COC/C=C/c1cccc(N(Cc2ccc(/C=C/C(=O)OC(C)(C)C)cc2)C(=O)C2CCCCC2)c1
CHEMBL372258,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(SC)cc3)cc2)C(=O)C(C)C)c1
CHEMBL467053,CC(C)c1onc(COc2c(Cl)cc(F)cc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL4292861,O=C(O)c1cnc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cncc5Cl)noc4C4CC4)cc3Cl)C2)c(F)c1
CHEMBL1672467,CC(C)COc1cc(C(=O)O)nc2ccc(-c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)cc3)cc12
CHEMBL1833985,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3cc(C(=O)O)[nH]c3c2)cc1
CHEMBL4277969,COc1cccc(OC)c1-c1noc(C2CC2)c1COc1ccc(C2(O)CN(c3ncc(C(=O)O)cc3F)C2)c(Cl)c1
CHEMBL578150,CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)cc2)CC(C)(C)c2cc(C#N)[nH]c21
CHEMBL576415,CC(C)OC(=O)C1=CN(C(=O)c2cccc(C(F)(F)F)c2)CC(C)(C)c2cc(C#N)[nH]c21
CHEMBL578756,CC(C)OC(=O)C1=CN(C(=O)c2cccs2)CC(C)(C)c2cc(C#N)[nH]c21
CHEMBL190499,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/c3c(C)cc(C)cc3C)cc2)C(=O)NC(C)C)c1
CHEMBL365028,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(F)c(F)c3)cc2)C(=O)C2CCCCC2)c1
CHEMBL190166,CCOc1cccc(-c2ccc(CN(C(=O)C(C)C)c3cccc(/C=C/C(=O)OC)c3)cc2)c1
CHEMBL319544,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C)cc(C)c1/C=C/c1cccc(C(=O)O)c1
CHEMBL3138060,C=CC[C@@H]1C2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@]3(C)C([C@H](C)CCC(=O)O)CC[C@H]3[C@@H]2[C@@H]1O
CHEMBL1672463,COc1cc(C(=O)O)nc2ccc(-c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)cc3)cc12
CHEMBL364749,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3cccc(C)c3)cc2)C(=O)C2CCCCC2)c1
CHEMBL191236,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc4c(c3)OCO4)cc2)C(=O)NC(C)C)c1
CHEMBL188141,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(OC)cc3)cc2)C(=O)C(C)C)c1
